sample_id,system,affordance,prompt,kld,sim,nss
sit_on_0,flux_schnell,sit_on,a person sitting on a bed,1.283531,0.316280,1.498347
sit_on_1,flux_schnell,sit_on,a person sitting on a bed,1.825647,0.207499,1.113883
sit_on_2,flux_schnell,sit_on,a person sitting on a bed,0.784410,0.473832,1.186569
sit_on_3,flux_schnell,sit_on,a person sitting on a bed,1.098287,0.385150,0.747879
sit_on_4,flux_schnell,sit_on,a person sitting on a bed,1.291434,0.323807,1.541753
sit_on_5,flux_schnell,sit_on,a person sitting on a bed,1.289643,0.311629,1.577959
sit_on_6,flux_schnell,sit_on,a person sitting on a bed,1.727479,0.235204,1.653337
sit_on_7,flux_schnell,sit_on,a person sitting on a bed,1.479957,0.281025,0.931785
sit_on_8,flux_schnell,sit_on,a person sitting on a bed,1.256251,0.331328,1.296742
sit_on_9,flux_schnell,sit_on,a person sitting on a bench,0.975016,0.411161,0.999029
sit_on_10,flux_schnell,sit_on,a person sitting on a bench,1.306478,0.326751,1.034727
sit_on_11,flux_schnell,sit_on,a person sitting on a bench,0.845813,0.465055,0.917584
sit_on_12,flux_schnell,sit_on,a person sitting on a bench,1.981140,0.185769,1.548622
sit_on_13,flux_schnell,sit_on,a person sitting on a bench,1.247234,0.355989,0.688089
sit_on_14,flux_schnell,sit_on,a person sitting on a bench,1.307294,0.313303,1.178289
sit_on_15,flux_schnell,sit_on,a person sitting on a bench,1.236935,0.358789,1.028924
sit_on_16,flux_schnell,sit_on,a person sitting on a bench,1.118893,0.381691,1.211388
sit_on_17,flux_schnell,sit_on,a person sitting on a bench,1.249453,0.328533,1.311309
sit_on_18,flux_schnell,sit_on,a person sitting on a bench,1.158784,0.355132,1.305025
sit_on_19,flux_schnell,sit_on,a person sitting on a bench,1.742839,0.226343,0.123298
sit_on_20,flux_schnell,sit_on,a person sitting on a bench,2.023826,0.187349,1.347611
sit_on_21,flux_schnell,sit_on,a person sitting on a bench,1.164078,0.359613,1.043602
sit_on_22,flux_schnell,sit_on,a person sitting on a bench,1.082319,0.379979,1.354580
sit_on_23,flux_schnell,sit_on,a person sitting on a bench,1.403931,0.287405,0.926783
sit_on_24,flux_schnell,sit_on,a person sitting on a bench,1.565066,0.284214,1.153960
sit_on_25,flux_schnell,sit_on,a person sitting on a bench,1.111657,0.372549,1.351531
sit_on_26,flux_schnell,sit_on,a person sitting on a bench,1.994691,0.180775,-0.279884
sit_on_27,flux_schnell,sit_on,a person sitting on a bench,2.265316,0.153326,0.364658
sit_on_28,flux_schnell,sit_on,a person sitting on a bench,1.125716,0.389824,1.126416
sit_on_29,flux_schnell,sit_on,a person sitting on a bench,2.209776,0.155838,-0.486428
stick_0,flux_schnell,stick,a person sticking a fork,2.345508,0.135763,-0.002885
stick_1,flux_schnell,stick,a person sticking a fork,2.886698,0.092958,-0.525798
stick_2,flux_schnell,stick,a person sticking a fork,2.761239,0.109127,0.058724
stick_3,flux_schnell,stick,a person sticking a fork,3.369863,0.062241,-0.775913
stick_4,flux_schnell,stick,a person sticking a fork,2.770764,0.098491,-0.155149
stick_5,flux_schnell,stick,a person sticking a fork,2.661464,0.120757,0.373889
stick_6,flux_schnell,stick,a person sticking a fork,1.915463,0.182312,-0.706592
stick_7,flux_schnell,stick,a person sticking a fork,2.897129,0.080251,-0.373302
stick_8,flux_schnell,stick,a person sticking a fork,3.035059,0.080632,-0.339142
stick_9,flux_schnell,stick,a person sticking a fork,3.051398,0.071167,-0.553874
stick_10,flux_schnell,stick,a person sticking a fork,2.869551,0.093147,-0.332169
stick_11,flux_schnell,stick,a person sticking a fork,2.168860,0.155488,0.236196
stick_12,flux_schnell,stick,a person sticking a fork,3.187777,0.067957,-0.645513
stick_13,flux_schnell,stick,a person sticking a fork,2.483269,0.120054,-0.741976
stick_14,flux_schnell,stick,a person sticking a knife,2.428622,0.139180,1.541395
stick_15,flux_schnell,stick,a person sticking a knife,2.847181,0.105937,0.793032
stick_16,flux_schnell,stick,a person sticking a knife,4.191696,0.029202,-0.838113
stick_17,flux_schnell,stick,a person sticking a knife,3.612028,0.050079,-0.732147
stick_18,flux_schnell,stick,a person sticking a knife,3.107109,0.081987,0.611279
stick_19,flux_schnell,stick,a person sticking a knife,3.053877,0.083279,-0.020144
stick_20,flux_schnell,stick,a person sticking a knife,3.979743,0.042908,-0.246367
stick_21,flux_schnell,stick,a person sticking a knife,2.496366,0.131850,1.337655
stick_22,flux_schnell,stick,a person sticking a knife,3.373063,0.068260,-0.362258
stick_23,flux_schnell,stick,a person sticking a knife,3.553219,0.057191,-0.309889
stick_24,flux_schnell,stick,a person sticking a knife,2.793157,0.111673,0.091535
stick_25,flux_schnell,stick,a person sticking a knife,3.061551,0.092979,0.252114
stick_26,flux_schnell,stick,a person sticking a knife,2.787138,0.105592,0.284353
stick_27,flux_schnell,stick,a person sticking a knife,2.738340,0.114272,-0.399172
stick_28,flux_schnell,stick,a person sticking a knife,2.639646,0.116973,0.614939
stick_29,flux_schnell,stick,a person sticking a knife,3.571787,0.046878,-0.561061
stir_0,flux_schnell,stir,a person stirring a bowl,0.766625,0.482573,1.015856
stir_1,flux_schnell,stir,a person stirring a bowl,0.793475,0.493700,1.010948
stir_2,flux_schnell,stir,a person stirring a bowl,1.518423,0.273497,0.454197
stir_3,flux_schnell,stir,a person stirring a bowl,1.471811,0.330469,0.448320
stir_4,flux_schnell,stir,a person stirring a bowl,1.595049,0.280973,0.670331
stir_5,flux_schnell,stir,a person stirring a bowl,0.378554,0.669112,0.832252
stir_6,flux_schnell,stir,a person stirring a bowl,0.927023,0.443247,1.074443
stir_7,flux_schnell,stir,a person stirring a bowl,0.976781,0.471578,-0.130462
swing_0,flux_schnell,swing,a person swinging a badminton racket,4.639421,0.023019,-0.705415
swing_1,flux_schnell,swing,a person swinging a badminton racket,2.551510,0.114071,-0.193953
swing_2,flux_schnell,swing,a person swinging a badminton racket,2.181878,0.165410,-0.050948
swing_3,flux_schnell,swing,a person swinging a badminton racket,2.958782,0.089037,-0.352278
swing_4,flux_schnell,swing,a person swinging a badminton racket,2.225957,0.158489,0.040147
swing_5,flux_schnell,swing,a person swinging a badminton racket,2.457555,0.128360,0.334628
swing_6,flux_schnell,swing,a person swinging a baseball bat,1.340838,0.300665,0.460650
swing_7,flux_schnell,swing,a person swinging a baseball bat,3.000971,0.082585,-0.398180
swing_8,flux_schnell,swing,a person swinging a baseball bat,2.819378,0.091030,-0.347655
swing_9,flux_schnell,swing,a person swinging a baseball bat,2.487375,0.127467,-0.095858
swing_10,flux_schnell,swing,a person swinging a baseball bat,2.170604,0.161493,0.261934
swing_11,flux_schnell,swing,a person swinging a baseball bat,2.443126,0.133315,0.126775
swing_12,flux_schnell,swing,a person swinging a baseball bat,2.661445,0.100029,-0.549657
swing_13,flux_schnell,swing,a person swinging a baseball bat,2.673352,0.103190,-0.244831
swing_14,flux_schnell,swing,a person swinging a baseball bat,2.146319,0.164010,0.388313
swing_15,flux_schnell,swing,a person swinging a baseball bat,2.407860,0.139945,0.441691
swing_16,flux_schnell,swing,a person swinging a baseball bat,2.173822,0.178046,0.471844
swing_17,flux_schnell,swing,a person swinging a baseball bat,1.505316,0.277327,0.472860
swing_18,flux_schnell,swing,a person swinging a baseball bat,3.270077,0.064613,-0.541223
swing_19,flux_schnell,swing,a person swinging a baseball bat,2.358759,0.130264,-0.571549
swing_20,flux_schnell,swing,a person swinging a baseball bat,3.388235,0.070475,-0.259545
swing_21,flux_schnell,swing,a person swinging a baseball bat,2.538548,0.126536,-0.014504
swing_22,flux_schnell,swing,a person swinging a baseball bat,2.503673,0.124755,-0.292198
swing_23,flux_schnell,swing,a person swinging a golf clubs,2.558425,0.120792,-0.116849
swing_24,flux_schnell,swing,a person swinging a golf clubs,3.662827,0.046152,-0.856003
swing_25,flux_schnell,swing,a person swinging a golf clubs,2.690112,0.106012,-0.357950
swing_26,flux_schnell,swing,a person swinging a golf clubs,3.059417,0.076355,-0.802931
swing_27,flux_schnell,swing,a person swinging a golf clubs,3.025042,0.090871,0.023064
swing_28,flux_schnell,swing,a person swinging a golf clubs,2.798647,0.093030,-0.314233
swing_29,flux_schnell,swing,a person swinging a golf clubs,2.850160,0.103089,-0.054125
take_photo_0,flux_schnell,take_photo,a person taking a photo with a camera,1.741103,0.260916,-0.264984
take_photo_1,flux_schnell,take_photo,a person taking a photo with a camera,1.258466,0.325118,0.726349
take_photo_2,flux_schnell,take_photo,a person taking a photo with a camera,1.189166,0.336052,0.440780
take_photo_3,flux_schnell,take_photo,a person taking a photo with a camera,1.878885,0.203487,1.554299
take_photo_4,flux_schnell,take_photo,a person taking a photo with a camera,0.784223,0.478899,1.150505
take_photo_5,flux_schnell,take_photo,a person taking a photo with a camera,1.561620,0.260167,0.361253
take_photo_6,flux_schnell,take_photo,a person taking a photo with a camera,1.100082,0.391437,1.125138
take_photo_7,flux_schnell,take_photo,a person taking a photo with a camera,1.185668,0.351415,0.966604
take_photo_8,flux_schnell,take_photo,a person taking a photo with a camera,1.247028,0.343549,1.065302
take_photo_9,flux_schnell,take_photo,a person taking a photo with a camera,1.086401,0.370438,0.565659
take_photo_10,flux_schnell,take_photo,a person taking a photo with a camera,1.130520,0.365698,1.068041
take_photo_11,flux_schnell,take_photo,a person taking a photo with a camera,1.219639,0.341149,1.384852
take_photo_12,flux_schnell,take_photo,a person taking a photo with a camera,1.097377,0.385915,-0.157553
take_photo_13,flux_schnell,take_photo,a person taking a photo with a camera,1.201557,0.361369,0.611656
take_photo_14,flux_schnell,take_photo,a person taking a photo with a camera,0.971963,0.409781,0.555890
take_photo_15,flux_schnell,take_photo,a person taking a photo with a camera,0.794587,0.503243,0.643098
take_photo_16,flux_schnell,take_photo,a person taking a photo with a camera,1.222221,0.342186,0.118087
take_photo_17,flux_schnell,take_photo,a person taking a photo with a camera,1.707347,0.247976,-0.165058
take_photo_18,flux_schnell,take_photo,a person taking a photo with a camera,2.695170,0.112619,0.085555
take_photo_19,flux_schnell,take_photo,a person taking a photo with a camera,1.787893,0.238473,0.608503
take_photo_20,flux_schnell,take_photo,a person taking a photo with a camera,1.852904,0.232729,-0.520412
take_photo_21,flux_schnell,take_photo,a person taking a photo with a camera,0.727402,0.540098,0.589270
take_photo_22,flux_schnell,take_photo,a person taking a photo with a cell phone,1.548747,0.275481,0.437351
take_photo_23,flux_schnell,take_photo,a person taking a photo with a cell phone,0.848942,0.461511,0.123219
take_photo_24,flux_schnell,take_photo,a person taking a photo with a cell phone,1.221175,0.340761,0.711561
take_photo_25,flux_schnell,take_photo,a person taking a photo with a cell phone,1.469638,0.325263,0.744558
take_photo_26,flux_schnell,take_photo,a person taking a photo with a cell phone,1.255161,0.365590,-0.000350
take_photo_27,flux_schnell,take_photo,a person taking a photo with a cell phone,1.578833,0.279858,1.485302
take_photo_28,flux_schnell,take_photo,a person taking a photo with a cell phone,1.118060,0.397921,0.796479
take_photo_29,flux_schnell,take_photo,a person taking a photo with a cell phone,1.110579,0.412927,0.582154
talk_on_0,flux_schnell,talk_on,a person talking on a cell phone,2.168599,0.170736,0.313266
talk_on_1,flux_schnell,talk_on,a person talking on a cell phone,1.144089,0.385785,0.582055
talk_on_2,flux_schnell,talk_on,a person talking on a cell phone,1.371457,0.317083,0.911809
talk_on_3,flux_schnell,talk_on,a person talking on a cell phone,1.158870,0.350800,1.368580
talk_on_4,flux_schnell,talk_on,a person talking on a cell phone,1.033868,0.409293,0.839406
talk_on_5,flux_schnell,talk_on,a person talking on a cell phone,1.371647,0.293581,1.613576
talk_on_6,flux_schnell,talk_on,a person talking on a cell phone,1.591138,0.285980,0.394237
talk_on_7,flux_schnell,talk_on,a person talking on a cell phone,1.246651,0.342173,1.015746
talk_on_8,flux_schnell,talk_on,a person talking on a cell phone,1.968822,0.199969,0.378126
text_on_0,flux_schnell,text_on,a person texting on a cell phone,1.969335,0.191356,0.745984
text_on_1,flux_schnell,text_on,a person texting on a cell phone,1.092420,0.375690,0.483640
text_on_2,flux_schnell,text_on,a person texting on a cell phone,1.666555,0.246630,0.685439
text_on_3,flux_schnell,text_on,a person texting on a cell phone,1.872719,0.218252,1.068849
text_on_4,flux_schnell,text_on,a person texting on a cell phone,1.765263,0.232926,0.245718
text_on_5,flux_schnell,text_on,a person texting on a cell phone,1.866981,0.204640,1.442945
text_on_6,flux_schnell,text_on,a person texting on a cell phone,1.309358,0.306803,0.471317
text_on_7,flux_schnell,text_on,a person texting on a cell phone,1.388124,0.288437,1.335901
text_on_8,flux_schnell,text_on,a person texting on a cell phone,2.230352,0.150223,0.029563
throw_0,flux_schnell,throw,a person throwing a baseball,1.537571,0.257166,0.654739
throw_1,flux_schnell,throw,a person throwing a baseball,0.770058,0.491376,1.018219
throw_2,flux_schnell,throw,a person throwing a baseball,2.067889,0.174713,1.179263
throw_3,flux_schnell,throw,a person throwing a basketball,0.216705,0.753970,0.198706
throw_4,flux_schnell,throw,a person throwing a basketball,0.919068,0.431246,1.026130
throw_5,flux_schnell,throw,a person throwing a basketball,0.817009,0.461503,0.923720
throw_6,flux_schnell,throw,a person throwing a basketball,1.008863,0.409896,0.745813
throw_7,flux_schnell,throw,a person throwing a basketball,2.226671,0.157828,0.426786
throw_8,flux_schnell,throw,a person throwing a basketball,1.109743,0.376531,1.134398
throw_9,flux_schnell,throw,a person throwing a basketball,0.704477,0.506567,1.123329
throw_10,flux_schnell,throw,a person throwing a basketball,3.251582,0.079370,-0.108654
throw_11,flux_schnell,throw,a person throwing a basketball,0.756148,0.482398,0.992451
throw_12,flux_schnell,throw,a person throwing a basketball,2.424974,0.162037,0.880973
throw_13,flux_schnell,throw,a person throwing a basketball,1.304787,0.312520,0.683052
throw_14,flux_schnell,throw,a person throwing a discus,0.960829,0.432185,-0.175710
throw_15,flux_schnell,throw,a person throwing a discus,0.536737,0.607526,0.488772
throw_16,flux_schnell,throw,a person throwing a discus,1.012110,0.425134,-0.295347
throw_17,flux_schnell,throw,a person throwing a discus,1.000530,0.411103,-0.353468
throw_18,flux_schnell,throw,a person throwing a discus,1.028645,0.396037,0.401065
throw_19,flux_schnell,throw,a person throwing a discus,1.025479,0.394499,0.433009
throw_20,flux_schnell,throw,a person throwing a discus,1.023771,0.407385,-0.332254
throw_21,flux_schnell,throw,a person throwing a discus,0.927087,0.432293,0.695452
throw_22,flux_schnell,throw,a person throwing a frisbee,0.913494,0.433543,-0.236798
throw_23,flux_schnell,throw,a person throwing a frisbee,0.897813,0.453449,-0.491675
throw_24,flux_schnell,throw,a person throwing a frisbee,0.932528,0.426089,-0.307682
throw_25,flux_schnell,throw,a person throwing a frisbee,0.876408,0.443359,-0.185206
throw_26,flux_schnell,throw,a person throwing a frisbee,0.922473,0.424297,-0.293854
throw_27,flux_schnell,throw,a person throwing a frisbee,0.959550,0.409449,-0.399926
throw_28,flux_schnell,throw,a person throwing a frisbee,0.665886,0.530035,0.251461
throw_29,flux_schnell,throw,a person throwing a frisbee,0.932259,0.429767,-0.151467
type_on_0,flux_schnell,type_on,a person typing on a keyboard,0.876560,0.465349,0.608094
type_on_1,flux_schnell,type_on,a person typing on a keyboard,0.741786,0.490728,0.708347
type_on_2,flux_schnell,type_on,a person typing on a keyboard,0.614960,0.551563,1.156944
type_on_3,flux_schnell,type_on,a person typing on a keyboard,1.081637,0.391037,0.987111
type_on_4,flux_schnell,type_on,a person typing on a keyboard,1.261414,0.312592,0.223073
type_on_5,flux_schnell,type_on,a person typing on a keyboard,0.503939,0.641270,0.599498
type_on_6,flux_schnell,type_on,a person typing on a keyboard,0.755213,0.495189,0.531161
type_on_7,flux_schnell,type_on,a person typing on a keyboard,0.711140,0.525927,0.681642
type_on_8,flux_schnell,type_on,a person typing on a keyboard,1.311927,0.306066,0.582789
type_on_9,flux_schnell,type_on,a person typing on a keyboard,1.244420,0.328237,0.486398
type_on_10,flux_schnell,type_on,a person typing on a keyboard,1.369680,0.317198,0.258874
type_on_11,flux_schnell,type_on,a person typing on a keyboard,1.513202,0.252108,0.130268
type_on_12,flux_schnell,type_on,a person typing on a keyboard,1.786132,0.220342,0.722926
type_on_13,flux_schnell,type_on,a person typing on a keyboard,1.246711,0.323980,0.770712
type_on_14,flux_schnell,type_on,a person typing on a keyboard,1.268461,0.346629,-0.434078
type_on_15,flux_schnell,type_on,a person typing on a keyboard,0.927330,0.412148,1.276122
type_on_16,flux_schnell,type_on,a person typing on a keyboard,0.766596,0.519691,0.361467
type_on_17,flux_schnell,type_on,a person typing on a laptop,1.473730,0.266153,-0.002233
type_on_18,flux_schnell,type_on,a person typing on a laptop,1.174332,0.347629,1.327224
type_on_19,flux_schnell,type_on,a person typing on a laptop,1.254248,0.321042,1.203846
type_on_20,flux_schnell,type_on,a person typing on a laptop,1.369045,0.303262,1.276707
type_on_21,flux_schnell,type_on,a person typing on a laptop,0.941490,0.428101,1.162760
type_on_22,flux_schnell,type_on,a person typing on a laptop,1.651235,0.242134,0.511846
type_on_23,flux_schnell,type_on,a person typing on a laptop,1.347998,0.310006,0.671193
type_on_24,flux_schnell,type_on,a person typing on a laptop,1.126805,0.366036,1.119088
type_on_25,flux_schnell,type_on,a person typing on a laptop,1.306616,0.327070,1.044610
type_on_26,flux_schnell,type_on,a person typing on a laptop,1.492080,0.285206,0.802968
type_on_27,flux_schnell,type_on,a person typing on a laptop,2.243532,0.143936,-0.441362
type_on_28,flux_schnell,type_on,a person typing on a laptop,1.210481,0.335725,1.465976
wash_0,flux_schnell,wash,a person washing a bowl,1.513210,0.258996,0.308971
wash_1,flux_schnell,wash,a person washing a bowl,1.716977,0.231209,0.304129
wash_2,flux_schnell,wash,a person washing a bowl,1.196451,0.344176,-0.719073
wash_3,flux_schnell,wash,a person washing a cup,2.453383,0.130944,0.204370
wash_4,flux_schnell,wash,a person washing a cup,2.488498,0.127158,-0.356627
wash_5,flux_schnell,wash,a person washing a cup,2.333904,0.152878,0.820791
wash_6,flux_schnell,wash,a person washing a cup,2.946754,0.086335,-0.683452
wash_7,flux_schnell,wash,a person washing a cup,2.156598,0.157245,-0.127002
wash_8,flux_schnell,wash,a person washing a cup,2.354328,0.134546,-0.391043
wash_9,flux_schnell,wash,a person washing a fork,2.454187,0.117568,-0.440597
wash_10,flux_schnell,wash,a person washing a fork,2.638898,0.105185,-0.528319
wash_11,flux_schnell,wash,a person washing a fork,2.434730,0.123793,-0.296926
wash_12,flux_schnell,wash,a person washing a fork,1.999549,0.183025,-0.371912
wash_13,flux_schnell,wash,a person washing a knife,1.442034,0.284298,0.914816
wash_14,flux_schnell,wash,a person washing a knife,2.419170,0.135162,-0.403006
wash_15,flux_schnell,wash,a person washing a knife,1.559318,0.274310,0.746572
wash_16,flux_schnell,wash,a person washing a knife,1.863516,0.207884,0.426570
wash_17,flux_schnell,wash,a person washing a knife,1.883271,0.202212,0.808847
wash_18,flux_schnell,wash,a person washing a knife,1.492539,0.273207,0.302815
wash_19,flux_schnell,wash,a person washing a knife,1.755563,0.221649,0.748032
wash_20,flux_schnell,wash,a person washing a knife,2.344001,0.137814,0.529102
wash_21,flux_schnell,wash,a person washing a orange,1.625792,0.243222,-0.000263
wash_22,flux_schnell,wash,a person washing a toothbrush,2.608773,0.113904,-0.439819
wash_23,flux_schnell,wash,a person washing a toothbrush,3.059381,0.082676,-0.344441
wash_24,flux_schnell,wash,a person washing a toothbrush,1.814553,0.194015,-0.448722
wash_25,flux_schnell,wash,a person washing a wine glass,1.784302,0.206151,0.202251
wash_26,flux_schnell,wash,a person washing a wine glass,1.113328,0.350177,0.390056
wash_27,flux_schnell,wash,a person washing a wine glass,1.307452,0.297356,0.548131
write_0,flux_schnell,write,a person writing a pen,2.771357,0.108097,-0.301894
write_1,flux_schnell,write,a person writing a pen,2.614297,0.117886,0.109327
write_2,flux_schnell,write,a person writing a pen,1.880092,0.205330,0.616448
write_3,flux_schnell,write,a person writing a pen,2.945264,0.107889,0.832746
write_4,flux_schnell,write,a person writing a pen,2.417604,0.136552,1.133547
write_5,flux_schnell,write,a person writing a pen,2.034948,0.187748,1.453228
write_6,flux_schnell,write,a person writing a pen,2.796956,0.099711,0.160622
write_7,flux_schnell,write,a person writing a pen,1.820056,0.213709,1.337331
write_8,flux_schnell,write,a person writing a pen,2.445784,0.132522,0.965970
write_9,flux_schnell,write,a person writing a pen,2.809612,0.104846,0.083576
write_10,flux_schnell,write,a person writing a pen,2.060948,0.178701,1.399085
write_11,flux_schnell,write,a person writing a pen,2.391353,0.142843,1.053917
write_12,flux_schnell,write,a person writing a pen,2.548275,0.125032,0.411975
write_13,flux_schnell,write,a person writing a pen,3.034694,0.084541,-0.396929
write_14,flux_schnell,write,a person writing a pen,2.806583,0.104948,0.162636
write_15,flux_schnell,write,a person writing a pen,2.174452,0.168307,0.694417
write_16,flux_schnell,write,a person writing a pen,2.412393,0.147179,1.293332
write_17,flux_schnell,write,a person writing a pen,2.527820,0.117840,-0.113846
write_18,flux_schnell,write,a person writing a pen,2.322843,0.151254,0.735720
write_19,flux_schnell,write,a person writing a pen,1.941152,0.194298,1.034578
carry_30,flux_dev,carry,a person carrying a skis,2.002513,0.204982,0.247661
carry_31,flux_dev,carry,a person carrying a skis,1.856598,0.207044,1.294022
carry_32,flux_dev,carry,a person carrying a snowboard,1.876031,0.223379,0.278461
carry_33,flux_dev,carry,a person carrying a snowboard,2.288261,0.159362,1.476997
carry_34,flux_dev,carry,a person carrying a snowboard,1.940149,0.213808,0.146876
carry_35,flux_dev,carry,a person carrying a snowboard,1.728382,0.238189,0.286202
carry_36,flux_dev,carry,a person carrying a snowboard,2.820554,0.110707,0.436327
carry_37,flux_dev,carry,a person carrying a snowboard,1.573363,0.260702,0.516084
carry_38,flux_dev,carry,a person carrying a surfboard,1.518148,0.266173,0.529750
carry_39,flux_dev,carry,a person carrying a surfboard,2.403089,0.139869,0.816832
carry_40,flux_dev,carry,a person carrying a surfboard,1.891562,0.208451,-0.054353
carry_41,flux_dev,carry,a person carrying a surfboard,1.540515,0.260521,0.499951
carry_42,flux_dev,carry,a person carrying a surfboard,1.797202,0.219088,1.516996
carry_43,flux_dev,carry,a person carrying a surfboard,1.562753,0.269730,0.456608
carry_44,flux_dev,carry,a person carrying a surfboard,1.686351,0.224319,0.872279
carry_45,flux_dev,carry,a person carrying a surfboard,1.834044,0.207665,1.111625
catch_30,flux_dev,catch,a person catching a soccer ball,2.068263,0.172564,0.342384
catch_31,flux_dev,catch,a person catching a soccer ball,1.507913,0.259365,1.035468
catch_32,flux_dev,catch,a person catching a soccer ball,2.101762,0.177136,1.383095
catch_33,flux_dev,catch,a person catching a soccer ball,2.706729,0.110530,0.411691
catch_34,flux_dev,catch,a person catching a soccer ball,1.074358,0.367897,1.074509
catch_35,flux_dev,catch,a person catching a soccer ball,0.647717,0.548468,0.886937
catch_36,flux_dev,catch,a person catching a soccer ball,1.100426,0.373751,1.037759
catch_37,flux_dev,catch,a person catching a soccer ball,2.433667,0.140795,0.545377
catch_38,flux_dev,catch,a person catching a soccer ball,1.725644,0.224467,1.137853
catch_39,flux_dev,catch,a person catching a soccer ball,2.362674,0.136828,0.038570
catch_40,flux_dev,catch,a person catching a soccer ball,0.932891,0.416585,1.260484
catch_41,flux_dev,catch,a person catching a soccer ball,1.148255,0.360003,0.547685
catch_42,flux_dev,catch,a person catching a soccer ball,0.701748,0.547512,-0.333197
catch_43,flux_dev,catch,a person catching a soccer ball,0.994049,0.408082,1.126814
catch_44,flux_dev,catch,a person catching a soccer ball,1.736837,0.228468,1.206502
cut_30,flux_dev,cut,a person cutting a banana,1.321969,0.322841,0.446103
cut_31,flux_dev,cut,a person cutting a banana,1.910692,0.191561,0.579070
cut_32,flux_dev,cut,a person cutting a banana,1.645269,0.238481,0.716544
cut_33,flux_dev,cut,a person cutting a banana,2.773195,0.120343,0.493423
cut_34,flux_dev,cut,a person cutting a carrot,1.071564,0.368565,0.925578
cut_35,flux_dev,cut,a person cutting a carrot,2.301405,0.161897,0.200842
cut_36,flux_dev,cut,a person cutting a carrot,3.152390,0.082884,-0.448133
cut_37,flux_dev,cut,a person cutting a carrot,1.799633,0.212535,0.319202
cut_38,flux_dev,cut,a person cutting a orange,1.271895,0.321590,1.021754
cut_with_30,flux_dev,cut_with,a person cutting with a knife,3.045805,0.085911,-0.488962
cut_with_31,flux_dev,cut_with,a person cutting with a knife,2.400303,0.138464,0.480492
cut_with_32,flux_dev,cut_with,a person cutting with a knife,2.348674,0.168707,0.196266
cut_with_33,flux_dev,cut_with,a person cutting with a knife,2.864229,0.088404,-0.347699
cut_with_34,flux_dev,cut_with,a person cutting with a knife,2.519122,0.130794,0.835737
cut_with_35,flux_dev,cut_with,a person cutting with a scissors,2.015729,0.185122,1.329607
cut_with_36,flux_dev,cut_with,a person cutting with a scissors,2.366348,0.138608,-0.082719
cut_with_37,flux_dev,cut_with,a person cutting with a scissors,2.598291,0.113894,0.596676
cut_with_38,flux_dev,cut_with,a person cutting with a scissors,1.829829,0.209693,0.678988
cut_with_39,flux_dev,cut_with,a person cutting with a scissors,2.162505,0.167567,0.415644
cut_with_40,flux_dev,cut_with,a person cutting with a scissors,1.626091,0.239735,0.964673
cut_with_41,flux_dev,cut_with,a person cutting with a scissors,2.461065,0.128716,0.399373
cut_with_42,flux_dev,cut_with,a person cutting with a scissors,1.975180,0.186624,0.759518
cut_with_43,flux_dev,cut_with,a person cutting with a scissors,3.133044,0.075154,-0.471128
cut_with_44,flux_dev,cut_with,a person cutting with a scissors,1.748068,0.222660,-0.161109
cut_with_45,flux_dev,cut_with,a person cutting with a scissors,3.533585,0.054807,-0.753510
cut_with_46,flux_dev,cut_with,a person cutting with a scissors,2.497324,0.134294,0.860787
cut_with_47,flux_dev,cut_with,a person cutting with a scissors,2.626600,0.106219,-0.560222
drink_with_30,flux_dev,drink_with,a person drinking with a cup,1.812063,0.201296,0.035579
drink_with_31,flux_dev,drink_with,a person drinking with a cup,1.823005,0.205771,-0.012808
drink_with_32,flux_dev,drink_with,a person drinking with a cup,1.087267,0.384519,1.094154
drink_with_33,flux_dev,drink_with,a person drinking with a cup,2.457710,0.131232,0.073428
drink_with_34,flux_dev,drink_with,a person drinking with a cup,1.479474,0.302544,0.267182
drink_with_35,flux_dev,drink_with,a person drinking with a cup,1.614890,0.247619,0.794033
drink_with_36,flux_dev,drink_with,a person drinking with a cup,2.079915,0.172643,0.271201
drink_with_37,flux_dev,drink_with,a person drinking with a cup,1.451671,0.317901,0.224677
drink_with_38,flux_dev,drink_with,a person drinking with a cup,1.382801,0.330981,0.829862
drink_with_39,flux_dev,drink_with,a person drinking with a wine glass,2.898086,0.096669,-0.282001
drink_with_40,flux_dev,drink_with,a person drinking with a wine glass,2.102539,0.165737,0.227608
drink_with_41,flux_dev,drink_with,a person drinking with a wine glass,3.090585,0.076151,-0.215677
drink_with_42,flux_dev,drink_with,a person drinking with a wine glass,1.985004,0.197420,-0.066164
drink_with_43,flux_dev,drink_with,a person drinking with a wine glass,2.647185,0.106574,-0.297548
drink_with_44,flux_dev,drink_with,a person drinking with a wine glass,2.873344,0.094059,-0.027136
drink_with_45,flux_dev,drink_with,a person drinking with a wine glass,2.537191,0.121664,-0.207187
drink_with_46,flux_dev,drink_with,a person drinking with a wine glass,2.123075,0.172463,0.731062
drink_with_47,flux_dev,drink_with,a person drinking with a wine glass,1.628292,0.252084,0.301162
drink_with_48,flux_dev,drink_with,a person drinking with a wine glass,2.449965,0.136146,0.489832
drink_with_49,flux_dev,drink_with,a person drinking with a wine glass,1.408492,0.292994,0.810324
drink_with_50,flux_dev,drink_with,a person drinking with a wine glass,2.285304,0.152025,1.099252
drink_with_51,flux_dev,drink_with,a person drinking with a wine glass,2.614544,0.123532,0.176191
